X,Y,country,te,ete,se,p-value,direction
aged0to4,aged65+,Netherlands,0.03506474759604686,0.025149269695858414,0.004244348331769064,0,X->Y
aged0to4,aged65+,Portugal,0.021948543488634766,0.008610410087587853,0.005074091533419015,0.04,X->Y
aged0to4,aged65+,Slovakia,0.02028272062312705,0.00878725095073994,0.004105150945428002,0.03666666666666667,X->Y
aged0to4,aged65+,Spain,0.029296496527663342,0.01653386717168133,0.004556865597503107,0.0033333333333333335,X->Y
aged10to14,aged15to19,Austria,0.059536954041505705,0.046895305060033934,0.004288981231837118,0,X->Y
aged10to14,aged15to19,Belgium,0.010485324139375092,0,0.004510885394262913,0.53,X->Y
aged10to14,aged15to19,Bulgaria,0.01592310211525884,0.004360173012967388,0.004701002738517666,0.19,X->Y
aged10to14,aged15to19,Croatia,0.029204838513294796,0.015982144852990588,0.00492807664550922,0.0033333333333333335,X->Y
aged10to14,aged15to19,Estonia,0.025235622322198482,0.01449267125212451,0.0043085994604872575,0.0033333333333333335,X->Y
aged10to14,aged15to19,France,0.023833611974313842,0.013939532990913746,0.004261062824605071,0.0033333333333333335,X->Y
aged10to14,aged15to19,Germany,0.023745078467125834,0.011800719102988919,0.003954020643493142,0.006666666666666667,X->Y
aged10to14,aged15to19,Greece,0.012745346686948102,0,0.007488177384039801,0.7266666666666667,X->Y
aged10to14,aged15to19,Netherlands,0.03688261399789012,0.024038195141179636,0.004371219493684591,0,X->Y
aged10to14,aged15to19,Portugal,0.01510335665707354,0.0013307591997622145,0.004936289147557334,0.28,X->Y
aged10to14,aged15to19,Slovakia,0.01876254638503301,0.005891285721128885,0.004176525522741174,0.06666666666666667,X->Y
aged10to14,aged15to19,Spain,0.017169385965655145,0.005186095596198802,0.004526952108997029,0.13,X->Y
aged10to14,aged20to24,Austria,0.027809396807141847,0.015218189084756705,0.004487799989687632,0.01,X->Y
aged10to14,aged20to24,Belgium,0.020919397763830193,0.008464137360205803,0.004116421318441976,0.03,X->Y
aged10to14,aged20to24,Bulgaria,0.013708819511523576,9.242863929790797e-4,0.004978614592496074,0.35,X->Y
aged10to14,aged20to24,Croatia,0.03745412488638552,0.023371752599044483,0.00583159608489471,0.0033333333333333335,X->Y
aged10to14,aged20to24,Estonia,0.012396954522510278,0,0.004410647914315713,0.4066666666666667,X->Y
aged10to14,aged20to24,France,0.027080918434672238,0.017190641452920125,0.0043879184217339015,0,X->Y
aged10to14,aged20to24,Germany,0.06176025223533075,0.050816527290409474,0.004107999570170575,0,X->Y
aged10to14,aged20to24,Greece,0.027394479881972557,0.011362083732967682,0.0077893298136571185,0.10666666666666667,X->Y
aged10to14,aged20to24,Netherlands,0.03464070199543327,0.02256583684637993,0.0038376677782394233,0,X->Y
aged10to14,aged20to24,Portugal,0.02167379698901007,0.008134705439109704,0.004814806419789953,0.06333333333333334,X->Y
aged10to14,aged20to24,Slovakia,0.037417682399794365,0.02539474553343422,0.004357453196742022,0,X->Y
aged10to14,aged20to24,Spain,0.015782388236322716,0.003146638448763268,0.004952052253458436,0.17,X->Y
aged10to14,aged25to34,Austria,0.056554401845067326,0.044068037427059975,0.0040323729571804575,0,X->Y
aged10to14,aged25to34,Belgium,0.017327853339302472,0.004148142074512102,0.004105378722888182,0.08333333333333333,X->Y
aged10to14,aged25to34,Bulgaria,0.0137086988086313,4.7665758654967354e-4,0.005247635968937833,0.38666666666666666,X->Y
aged10to14,aged25to34,Croatia,0.03609750683454503,0.023067324100974482,0.005121077218628698,0.0033333333333333335,X->Y
aged10to14,aged25to34,Estonia,0.009441788339285826,0,0.004433047462772478,0.7,X->Y
aged10to14,aged25to34,France,0.03318860260037772,0.02263518108804597,0.004131497880440379,0,X->Y
aged10to14,aged25to34,Germany,0.04990249783516729,0.03868500543453884,0.004088458671974734,0,X->Y
aged10to14,aged25to34,Greece,0.024728476374878322,0.008611794839926624,0.0062201461518596,0.1,X->Y
aged10to14,aged25to34,Netherlands,0.0425798359127719,0.030324604776990872,0.004260711292061767,0,X->Y
aged10to14,aged25to34,Portugal,0.029465899747716923,0.014821460314569945,0.004452399270527298,0.0033333333333333335,X->Y
aged10to14,aged25to34,Slovakia,0.027075520062890913,0.013726519643290129,0.00434602861502939,0.006666666666666667,X->Y
aged10to14,aged25to34,Spain,0.01526147832961159,0.0021995834731674564,0.004528280998558158,0.19333333333333333,X->Y
aged10to14,aged35to44,Austria,0.041490274605392174,0.028432002606379347,0.004161351636971703,0,X->Y
aged10to14,aged35to44,Belgium,0.0241184690238733,0.012051761862826443,0.0042709258890823165,0.013333333333333334,X->Y
aged10to14,aged35to44,Bulgaria,0.011753646872796657,9.57725362334981e-4,0.005201684752755747,0.54,X->Y
aged10to14,aged35to44,Croatia,0.03556114781353614,0.021394222806811736,0.0056229581370021604,0.006666666666666667,X->Y
aged10to14,aged35to44,Estonia,0.01477092077192263,0.003330325641037411,0.004292868334150538,0.25666666666666665,X->Y
aged10to14,aged35to44,France,0.049671702573832265,0.03773529332782718,0.003966962684036885,0,X->Y
aged10to14,aged35to44,Germany,0.059435582313314576,0.047842286786351884,0.003942291457187677,0,X->Y
aged10to14,aged35to44,Greece,0.022957038318504236,0.008220705966183673,0.007179927581563588,0.24666666666666667,X->Y
aged10to14,aged35to44,Netherlands,0.05729125865670578,0.04472631146743401,0.004439864089353155,0,X->Y
aged10to14,aged35to44,Portugal,0.024648825054156904,0.011021297371811824,0.004835331390509787,0.02666666666666667,X->Y
aged10to14,aged35to44,Slovakia,0.03042359470414603,0.016791335632617796,0.004334585412947702,0,X->Y
aged10to14,aged35to44,Spain,0.022330338257524177,0.009843265778579713,0.004053557769554169,0.0033333333333333335,X->Y
aged10to14,aged45to54,Austria,0.03877509466194468,0.026035721516462842,0.00432492989869344,0,X->Y
aged10to14,aged45to54,Belgium,0.02400104716670423,0.012268460193521161,0.0044361586974521125,0.013333333333333334,X->Y
aged10to14,aged45to54,Bulgaria,0.020605827953803668,0.010397403884731144,0.005082928360113528,0.06666666666666667,X->Y
aged10to14,aged45to54,Croatia,0.0422541448865663,0.028156227917817855,0.0055060309392639985,0,X->Y
aged10to14,aged45to54,Estonia,0.008686977308087561,0,0.004448023927124092,0.73,X->Y
aged10to14,aged45to54,France,0.05872233471434682,0.04705674819684898,0.004182643971839241,0,X->Y
aged10to14,aged45to54,Germany,0.06178101489540521,0.050100691147503276,0.0038397334410166036,0,X->Y
aged10to14,aged45to54,Greece,0.025942391971206687,0.01212602217916884,0.007373087515156349,0.13666666666666666,X->Y
aged10to14,aged45to54,Netherlands,0.0365169895495024,0.02424376885331015,0.004640758318944197,0,X->Y
aged10to14,aged45to54,Portugal,0.038379621186128636,0.02447959799373184,0.004771490479479599,0,X->Y
aged10to14,aged45to54,Slovakia,0.022854717542602834,0.00992512577782456,0.004171005092801481,0.02,X->Y
aged10to14,aged45to54,Spain,0.019397253692375094,0.00731380412272474,0.004540041364252223,0.06666666666666667,X->Y
aged10to14,aged55to64,Austria,0.04642495511838262,0.03394758802010612,0.004487711464660492,0,X->Y
aged10to14,aged55to64,Belgium,0.027793465662538087,0.016243204048152687,0.0040838689205706805,0.0033333333333333335,X->Y
aged10to14,aged55to64,Bulgaria,0.031610277808506795,0.020769222021716337,0.005195224745466564,0.0033333333333333335,X->Y
aged10to14,aged55to64,Croatia,0.028879629897913147,0.014726791977010066,0.004966534187383926,0.006666666666666667,X->Y
aged10to14,aged55to64,Estonia,0.006623180606675651,0,0.004212152701380797,0.9233333333333333,X->Y
aged10to14,aged55to64,France,0.03422913975713224,0.023233673650663242,0.00413685243788047,0,X->Y
aged10to14,aged55to64,Germany,0.06361522947570772,0.051920895147921885,0.00406489356086068,0,X->Y
aged10to14,aged55to64,Greece,0.022722998711173746,0.008452858045097449,0.007333441604844642,0.19,X->Y
aged10to14,aged55to64,Netherlands,0.043175644815830624,0.031072074325757093,0.004177959179968198,0,X->Y
aged10to14,aged55to64,Portugal,0.03602613447189633,0.021431407972033092,0.005269182312105002,0,X->Y
aged10to14,aged55to64,Slovakia,0.0136749689447726,7.017243009109757e-4,0.00422210881323317,0.35,X->Y
aged10to14,aged55to64,Spain,0.009900526786138042,0,0.004298708661237268,0.6266666666666667,X->Y
aged10to14,aged5to9,Austria,0.029614178043893404,0.016941014695280456,0.004206834995407318,0,X->Y
aged10to14,aged5to9,Belgium,0.015049363087983486,0.0031687725100514787,0.004211993186690037,0.19333333333333333,X->Y
aged10to14,aged5to9,Bulgaria,0.024490606827301215,0.010997354298981955,0.005149383180834395,0.03333333333333333,X->Y
aged10to14,aged5to9,Croatia,0.019059170523313344,0.005364478079141996,0.005182002201739689,0.11,X->Y
aged10to14,aged5to9,Estonia,0.018295631875345407,0.00555529069104526,0.004520851161407968,0.08666666666666667,X->Y
aged10to14,aged5to9,France,0.01876611984343728,0.007567327286244386,0.0039055075720416162,0.023333333333333334,X->Y
aged10to14,aged5to9,Germany,0.022031616681319442,0.010356704552853369,0.004167856276762484,0.02,X->Y
aged10to14,aged5to9,Greece,0.01092831104103624,0,0.007388879092175167,0.77,X->Y
aged10to14,aged5to9,Netherlands,0.01536445788867697,0.0028393480148992904,0.003913478521520222,0.17,X->Y
aged10to14,aged5to9,Portugal,0.030898750122818994,0.016417521304019675,0.004831870406985009,0.0033333333333333335,X->Y
aged10to14,aged5to9,Slovakia,0.029538705980823102,0.01668869132158585,0.004176936174055166,0.0033333333333333335,X->Y
aged10to14,aged5to9,Spain,0.017154756189779612,0.005441919706540722,0.004389382767704457,0.12333333333333334,X->Y
aged10to14,aged65+,Austria,0.02584181742153412,0.01417922622125077,0.0042200281944427985,0.0033333333333333335,X->Y
aged10to14,aged65+,Belgium,0.027466302948252516,0.015994345335906178,0.004148383587339036,0,X->Y
aged10to14,aged65+,Bulgaria,0.03309965696191222,0.022120257705023322,0.004727271167215145,0,X->Y
aged10to14,aged65+,Croatia,0.035201950760691054,0.021866543483531467,0.005563381720517195,0,X->Y
aged10to14,aged65+,Estonia,0.011089515666912119,2.1412106288217977e-4,0.004219868464039129,0.5533333333333333,X->Y
aged10to14,aged65+,France,0.04363492912042664,0.033335920119604026,0.00437462461415357,0,X->Y
aged10to14,aged65+,Germany,0.05274878572651459,0.04196921080832204,0.00402616227153502,0,X->Y
aged10to14,aged65+,Greece,0.016484292996064923,0.0027839966364025994,0.007224346304652688,0.52,X->Y
aged10to14,aged65+,Netherlands,0.02286689955521966,0.01395177723030722,0.004406522410583034,0.02666666666666667,X->Y
aged10to14,aged65+,Portugal,0.043426800081136155,0.029615096338825923,0.004647079006531271,0,X->Y
aged10to14,aged65+,Slovakia,0.0071106195203095215,0,0.003813762515238088,0.9066666666666666,X->Y
aged10to14,aged65+,Spain,0.01667254557736905,0.0036204808083791333,0.004590637326966653,0.14666666666666667,X->Y
aged15to19,aged20to24,Austria,0.021594827940468263,0.008840079704819766,0.004263651651271007,0.023333333333333334,X->Y
aged15to19,aged20to24,Belgium,0.013294337745375901,0.0014340971866297642,0.004419344495569329,0.3233333333333333,X->Y
aged15to19,aged20to24,Bulgaria,0.012115211845811324,0,0.00508656294910145,0.49,X->Y
aged15to19,aged20to24,Croatia,0.03159386132108735,0.017875059914834554,0.005586920424024233,0.0033333333333333335,X->Y
aged15to19,aged20to24,Estonia,0.016964666758149928,0.0047942212381875855,0.004307462960413914,0.12333333333333334,X->Y
aged15to19,aged20to24,France,0.03058292511283162,0.019421855765458136,0.004263607045789782,0.0033333333333333335,X->Y
aged15to19,aged20to24,Germany,0.04126638891550601,0.029862587149349668,0.004001370073239,0,X->Y
aged15to19,aged20to24,Greece,0.01891617243437354,0.004800411614232227,0.006208924070537682,0.22333333333333333,X->Y
aged15to19,aged20to24,Netherlands,0.020322381979608638,0.008319751785688962,0.004363747484358309,0.04666666666666667,X->Y
aged15to19,aged20to24,Portugal,0.02153046031714871,0.007690409518895349,0.004941597647991024,0.07,X->Y
aged15to19,aged20to24,Slovakia,0.05635532068924742,0.0438061376363046,0.004042483840813909,0,X->Y
aged15to19,aged20to24,Spain,0.0072861877806855374,0,0.004558088094152498,0.8333333333333334,X->Y
aged15to19,aged25to34,Austria,0.03872585252419281,0.025716952373343205,0.004327830080184197,0,X->Y
aged15to19,aged25to34,Belgium,0.012760166408367316,3.6055116046380085e-4,0.004448628042527723,0.3566666666666667,X->Y
aged15to19,aged25to34,Bulgaria,0.008926704681686964,0,0.004958167876444418,0.67,X->Y
aged15to19,aged25to34,Croatia,0.03072457125019821,0.016945151411361485,0.005288630119298579,0.01,X->Y
aged15to19,aged25to34,Estonia,0.01027175925043901,0,0.0047197903027359975,0.56,X->Y
aged15to19,aged25to34,France,0.0327507432537332,0.02228703636359401,0.004192929735979257,0,X->Y
aged15to19,aged25to34,Germany,0.04735991677840944,0.035151993434038055,0.004118333202955075,0,X->Y
aged15to19,aged25to34,Greece,0.01973269958489353,0.00538863504806405,0.005922767614592643,0.21333333333333335,X->Y
aged15to19,aged25to34,Netherlands,0.027139930399428497,0.015447774583794193,0.004130586733946611,0.0033333333333333335,X->Y
aged15to19,aged25to34,Portugal,0.031134008959885606,0.017097352464088098,0.004640122489352851,0,X->Y
aged15to19,aged25to34,Slovakia,0.04141631759862628,0.028212662505813158,0.004199372693053183,0,X->Y
aged15to19,aged25to34,Spain,0.007188137749762028,0,0.004647834485380623,0.86,X->Y
aged15to19,aged35to44,Austria,0.02763950389468935,0.015154559078932284,0.004143366437453284,0.0033333333333333335,X->Y
aged15to19,aged35to44,Belgium,0.019465496984309643,0.007409399846900647,0.004188578771601964,0.06,X->Y
aged15to19,aged35to44,Bulgaria,0.008527094211438468,0,0.004788547567928777,0.7533333333333333,X->Y
aged15to19,aged35to44,Croatia,0.022180121194872282,0.008157340744034413,0.005377416513543017,0.04666666666666667,X->Y
aged15to19,aged35to44,Estonia,0.0204252494290214,0.008989186789055633,0.004394825202284159,0.03333333333333333,X->Y
aged15to19,aged35to44,France,0.04807134034831266,0.03651816495239435,0.00392867793440661,0,X->Y
aged15to19,aged35to44,Germany,0.04956880372239889,0.038184005189031894,0.003869894548282402,0,X->Y
aged15to19,aged35to44,Greece,0.03124680985531287,0.017474232895988158,0.00686616319078787,0.03666666666666667,X->Y
aged15to19,aged35to44,Netherlands,0.02083687197308096,0.008686444036208158,0.004442515065698261,0.03666666666666667,X->Y
aged15to19,aged35to44,Portugal,0.020671748366224853,0.00758284207311506,0.00459856741180562,0.07,X->Y
aged15to19,aged35to44,Slovakia,0.03647346941252828,0.023103732028464986,0.003919636778402809,0,X->Y
aged15to19,aged35to44,Spain,0.010462191018818552,0,0.004669386420127521,0.57,X->Y
aged15to19,aged45to54,Austria,0.026253038565223853,0.013934852373986248,0.004420073883466918,0.006666666666666667,X->Y
aged15to19,aged45to54,Belgium,0.015748113999400466,0.0036702932711912325,0.00426162815111702,0.16666666666666666,X->Y
aged15to19,aged45to54,Bulgaria,0.013560950674284589,0.002859288871549759,0.004822071138034898,0.3466666666666667,X->Y
aged15to19,aged45to54,Croatia,0.02329973185689113,0.009301281211997638,0.00481969711282617,0.03333333333333333,X->Y
aged15to19,aged45to54,Estonia,0.018165081646921197,0.008014127752965904,0.004410169267145581,0.08333333333333333,X->Y
aged15to19,aged45to54,France,0.03764686897322617,0.02614288209972782,0.0038876025364694713,0,X->Y
aged15to19,aged45to54,Germany,0.04152778466859412,0.029634934562349814,0.004051521802287903,0,X->Y
aged15to19,aged45to54,Greece,0.0330901747490798,0.018889554154484504,0.0065960865186558025,0.01,X->Y
aged15to19,aged45to54,Netherlands,0.03669094635342515,0.02498152953615087,0.004434970562696158,0,X->Y
aged15to19,aged45to54,Portugal,0.029186971074568233,0.015723612331503888,0.005279604767318369,0.0033333333333333335,X->Y
aged15to19,aged45to54,Slovakia,0.029032944781962743,0.016356246789425606,0.004413711957710082,0,X->Y
aged15to19,aged45to54,Spain,0.011388736573346393,0,0.0040194747822002025,0.42,X->Y
aged15to19,aged55to64,Austria,0.03896542924429875,0.026710634529221487,0.00429274219184875,0,X->Y
aged15to19,aged55to64,Belgium,0.022031152509650275,0.010733712365582918,0.004572614055427235,0.03333333333333333,X->Y
aged15to19,aged55to64,Bulgaria,0.01730757363626989,0.007146953833797053,0.004750794959272266,0.13333333333333333,X->Y
aged15to19,aged55to64,Croatia,0.019651010322975657,0.005515249812657705,0.005041183365495394,0.08666666666666667,X->Y
aged15to19,aged55to64,Estonia,0.013712439244505752,0.002675199538722922,0.0048722639208990505,0.28,X->Y
aged15to19,aged55to64,France,0.022738424951147092,0.011738901413039968,0.0038154058886863914,0,X->Y
